y_slc,h2_slc
5.08502512562814,34.2654613777595
5.1851256281407,34.6538159811982
5.28522613065327,35.0402036558157
5.38532663316583,35.4247100495951
5.48542713567839,35.8074170853101
5.58552763819096,36.1884032040944
5.68562814070352,36.5677435894185
5.78572864321608,36.9455103733716
5.88582914572864,37.3217728269343
5.98592964824121,37.6965975357392
6.08603015075377,38.0700485626578
6.18613065326633,38.4421875984055
6.2862311557789,38.8130741012328
6.38633165829146,39.1827654266618
6.48643216080402,39.5513169481265
6.58653266331658,39.9187821692927
6.68663316582915,40.2852128287532
6.78673366834171,40.6506589977301
6.88683417085427,41.0151691713521
6.98693467336683,41.3787903540243
7.0870351758794,41.7415681393559
7.18713567839196,42.1035467850735
7.28723618090452,42.4647692833044
7.38733668341709,42.8252774265827
7.48743718592965,43.1851118698988
7.58753768844221,43.5443121890873
7.68763819095477,43.9029169358176
7.78773869346734,44.2609636894373
7.8878391959799,44.6184891058894
7.98793969849246,44.9755289639122
8.08804020100503,45.3321182087103
8.18814070351759,45.6882909932722
8.28824120603015,46.0440807174936
8.38834170854271,46.3995200652562
8.48844221105528,46.7546410395971
8.58854271356784,47.1094749960966
8.6886432160804,47.4640526745985
8.78874371859297,47.8184042293746
8.88884422110553,48.1725592578289
8.98894472361809,48.5265468278392
9.08904522613065,48.8803955038172
9.18914572864322,49.2341333715714
9.28924623115578,49.5877880620438
9.38934673366834,49.9413867739924
9.48944723618091,50.2949562956814
9.58954773869347,50.648523025641
9.68964824120603,51.0021129925523
9.78974874371859,51.3557518743094
9.88984924623116,51.7094650163079
9.98994974874372,52.0632774490057
10.0900502512563,52.4172139047988
10.1901507537688,52.7712988342519
10.2902512562814,53.1255564217226
10.390351758794,53.480010600413
10.4904522613065,53.8346850668834
10.5905527638191,54.1896032950578
10.6906532663317,54.5447885497525
10.7907537688442,54.9002638997534
10.8908542713568,55.2560522304695
10.9909547738693,55.6121762561867
11.0910552763819,55.9686585319451
11.1911557788945,56.3255214650616
11.291256281407,56.6827873263193
11.3913567839196,57.040478260842
11.4914572864322,57.3986162986742
11.5915577889447,57.7572233650819
11.6916582914573,58.1163212905937
11.7917587939699,58.4759318207958
11.8918592964824,58.8360766258973
11.991959798995,59.1967773100797
12.0920603015075,59.5580554206449
12.1921608040201,59.9199324569737
12.2922613065327,60.2824298793088
12.3923618090452,60.6455691173728
12.4924623115578,61.0093715788342
12.5925628140704,61.3738586576305
12.6926633165829,61.7390517421608
12.7927638190955,62.1049722233567
12.892864321608,62.4716415026419
12.9929648241206,62.8390809997898
13.0930653266332,63.2073121606879
13.1931658291457,63.5763564650178
13.2932663316583,63.9462354338593
13.3933668341709,64.3169706372273
13.4934673366834,64.6885837015483
13.593567839196,65.0610963170852
13.6936683417085,65.4345302453173
13.7937688442211,65.8089073262838
13.8938693467337,66.1842494858961
13.9939698492462,66.5605787432278
14.0940703517588,66.9379172177884
14.1941708542714,67.3162871367868
14.2942713567839,67.695710842393
14.3943718592965,68.0762107990017
14.494472361809,68.4578096005075
14.5945728643216,68.840529977595
14.6946733668342,69.224394805052
14.7947738693467,69.6094271091117
14.8948743718593,69.9956500748286
14.9949748743719,70.3830870534966
15.0950753768844,70.7717615701133
15.195175879397,71.1616973308977
15.2952763819095,71.552918230867
15.3953768844221,71.9454483614791
15.4954773869347,72.3393120183455
15.5955778894472,72.7345337090227
15.6956783919598,73.1311381608869
15.7957788944724,73.5291503290981
15.8958793969849,73.9285954046613
15.9959798994975,74.3294988225892
16.09608040201,74.7318862701742
16.1961809045226,75.1357836953757
16.2962814070352,75.5412173153296
16.3963819095477,75.9482136249856
16.4964824120603,76.3567994058805
16.5965829145729,76.7670017350539
16.6966834170854,77.1788479941127
16.796783919598,77.5923658784524
16.8968844221106,78.0075834066426
16.9969849246231,78.424528929983
17.0970854271357,78.8432311422391
17.1971859296482,79.2637190895652
17.2972864321608,79.6860221806209
17.3973869346734,80.1101701968925
17.4974874371859,80.5361933032249
17.5975879396985,80.9641220585746
17.6976884422111,81.393987426992
17.7977889447236,81.8258207888421
17.8978894472362,82.2596539522736
17.9979899497487,82.695519164946
18.0980904522613,83.1334491260245
18.1981909547739,83.5734769984536
18.2982914572864,84.0156364215197
18.398391959799,84.4599615237147
18.4984924623116,84.9064869359103
18.5985929648241,85.3552478048571
18.6986934673367,85.806279807019
18.7987939698492,86.2596191627565
18.8988944723618,86.7153026508722
18.9989949748744,87.1733676235309
19.0990954773869,87.6338520215704
19.1991959798995,88.0967943902155
19.2992964824121,88.5622338952124
19.3993969849246,89.0302103393975
19.4994974874372,89.5007641797184
19.5995979899497,89.9739365447229
19.6996984924623,90.4497692525347
19.7997989949749,90.9283048293331
19.8998994974874,91.4095865283568
20,91.8936583494506
